7,9363.998184712147
6,2112.612814271433
1,9226.284508948656
6,6024.566582806793
14,2199.2348994963527
4,2201.777093810677
15,961.2337012660037
2,922.128080264355
3,8294.72824595218
9,631.5850482610989
0,3602.9280551160255
8,2064.4608509105506
10,2884.7254048109735
3,1278.13883106741
12,878.4926466329146
9,1291.6822156169403
10,2075.4921800120424
5,107.16961761971176
15,2977.031546855182
0,2075.3315392455393
3,1156.0314944937131
6,4760.075961521608
7,4509.744986398681
8,7.748141924167554
5,3557.896717378166
11,6578.757604935655
6,3475.0649195873034
1,1217.5031168758014
11,1081.3882956671887
3,5604.027458420358
